major,major_summary
도시건설과,"도시건설과는 실험ㆍ실습 장비를 활용한 실무교육과 전산 설계, 지리 및 위치 정보 등 건설과 관련된 기술 교육에 중점을 두며, 건설공학 관련 시설물과 관련하여 구조물 설계의 계획, 시공할 수 있도록 학습합니다. 또한 건설 구조물 관련 제반 법규상의 문제들을 인식하고 이를 공식화하여 해결할 수 있는 능력을 지닌 전문인을 양성하는 것이 교육목표입니다. "
기계과,"사람의 힘으로만 할 수 있는 것도 있지만 기계를 이용할 때 훨씬 수월한 것들이 있죠? 기계는 복잡한 기계장치뿐만 아니라 지렛대, 도르래 등을 포함하기도 합니다. 기계는 여러 에너지를 기계 에너지로 바꾸어 힘과 운동을 전달하는 기능을 하지요. 그렇기에 기계과는 모든 산업에서 가장 중요하고 기본이 되는 분야로 산업 현장에서 기계기초기술에서 응용기술에 이르기까지 다양한 분야에 적용되고 있습니다. 국가의 기간산업인 중화학공업의 선도적 역할을 담당해 온 기계과는 고도의 기술이 요구되는 각종 정밀공작기계와 자동화설비의 설계, 제작, 운영, 관리에 필요한 기술인 양성에 교육목표를 두고 있습니다."
제어계측공학과,"제어계측공학과에서는 컴퓨터와 계측 기술, 산업용 로봇이나 자동화된 기계를 이용하고 제어하는 생산하는 과정과 기술 전반을 배웁니다. 제어계측공학과는 컴퓨터, 기계, 전자, 제어 계측, 전기, IT 등 다양한 공학 기술을 복합적으로 연결하여 효율적으로 활용할 수 있는 능력을 지닌 인재를 교육하는 데 교육 목표를 두고 있습니다."
제어계측과,"제어계측에서 ‘계측’이란 센서를 이용하여 주변 상황을 파악하는 것이고, ‘제어’란 계측으로 얻어진 정보를 이용하여 기계나 설비를 목적에 맞게 자동으로 조절하는 것을 뜻합니다. 그리하여 제어계측과는 일상생활 및 산업체의 각종 자동화 시스템을 구현하는데 필요한 계측기술과 제어기술을 종합적으로 다루는 분야라고 할 수 있습니다. 즉 전기, 전자, 제어, 컴퓨터 분야의 이론 및 기술이 유기적으로 연결된 복합 시스템을 이해하고 자동화 및 시스템의 고효율화에 필요한 첨단 기술을 연구하는 융합학문 분야입니다. 이에 따라 제어계측과는 자동화ㆍ로봇 분야의 기술을 연구하고, 제어 시스템의 하드웨어 및 소프트웨어를 설계, 개발, 운용할 수 있는 전문가 양성을 교육목표로 합니다. "
실내디자인과,우리가 이용하는 실내공간은 모두 철저하게 설계되고 디자인 된 공간입니다. 실내디자인은 건축과 더불어 인간이 생활하는 공간을 아름답고 기능적으로 구성하여 편리하고 아름다운 실내를 만드는 것을 목표로 합니다. 따라서 실내디자인과는 인간의 생활환경과 공간 개선의 중요성을 인식하고 건축의 내부공간을 중심으로 쾌적한 환경공간을 창조하여 예술 차원으로 승화시키는 전문 인테리어디자이너를 배출하는 데 교육목표를 두고 있습니다.
실내디자인학과,"실내디자인은 인간이 생활하는 모든 실내 공간, 즉 주거공간, 상업공간, 업무공간, 의료공간, 서비스공간, 전시공간 등을 입체적으로 디자인합니다.  실내디자인학과에서는 인간의 생활공간을 아름답고 쾌적하게 만드는 전문 인력을 양성하며 실내 환경과 건축에 대한 이해의 깊이를 더하여 아름답고 기능적인 공간을 창조할 수 있는 능력과 소양을 기릅니다. 실내디자인학과는 실내 공간을 인간이 생활하기에 편리하고 아름답고 쾌적한 환경으로 디자인할 수 있는 능력을 배양하여 미래의 공간 문화를 선도할 수 있는 전문 인력 양성을 교육목표로 두고 있습니다."
응용소프트웨어공학과,"하루 중 스마트폰상에서 앱이나 모바일 웹을 이용하지 않은 적이 있었나요? 지금 이 순간에도 모바일 앱스토어에는 편리하고 강력한 기능을 가진 유용한 앱들이 쉴 새 없이 등록되고 있습니다. 응용소프트웨어공학과는 PC, 모바일, 스마트 TV, 웨어러블 컴퓨터, 키오스크 등 각종 하드웨어에서 작동되는 응용소프트웨어를 개발하고, 이를 운용하는 데 필요한 지식을 배우는 학과입니다. 응용소프트웨어 분야의 새로운 개발 방법 도입과 혁신적인 기술을 두려워하지 않고 창의적으로 발전시킬 수 있는 인재를 양성하는 데 교육 목표를 두고 있습니다."
정보통신공학과,"차세대 인터넷, 스마트폰, 인공지능, 자율주행 자동차 정보통신 기술이 있어 실현 가능한 것들이에요. 정보통신공학은 통신 및 네트워크를 이용하여 질 좋은 정보를 수요자에게 빠르고 정확하게 전달하는 기술에 대해 다루는 학과입니다.  유ㆍ무선 통신 기술에 사용되는 통신 신호, 통신시스템 구조, 네트워크 기본 및 응용 이론, 차세대 통신 네트워크 기술개발 등에 대해 배우고 연구하는 학과입니다. "
경찰행정과,"현대사회는 개방화ㆍ도시화되면서, 각종 범죄의 수법도 다양해지고 있습니다. 우리가 안전하게 살아가려면 치안을 담당하는 경찰의 여러 역할이 중요하겠죠? 경찰행정과는 각종 범죄 현상의 원인과 대책을 연구하며, 다양한 범죄이론을 해석하고 적용하는 교육을 제공합니다. 또, 경찰을 비롯한 형사사법 및 행정기관에 종사할 전문 인력을 양성합니다."
경찰행정학과,"2000년대 이후 우리나라의 범죄율이 계속 증가하고 있습니다. 이에 따라 사회질서 유지와 치안에 대한 관심이 높아지고 있습니다. 경찰행정학과는 각종범죄 현상의 원인과 대책을 연구하며, 다양한 범죄이론을 해석하고 적용하는 교육을 제공합니다. 또, 경찰을 비롯한 형사사법 및 행정기관에 종사할 전문인력을 양성합니다."
경호스포츠과,범죄 문제는 국민의 안전과 직결되고 삶의 질을 평가하는 기준이 됩니다. 그런데 현대사회는 고도의 산업화와 도시화로 국가 공권력만으로는 범죄에 대응하는 것이 어렵습니다. 각종 범죄 발생에 따른 신변보호ㆍ시설경계의 관리를 책임질 경호경비요원의 매우 필요한 상황입니다. 이에 따라 경호스포츠과는 국가와 사회의 안전 그리고 가정과 개인의 신변을 보호하고 책임질 수 있는 경호전문가를 양성하는 데 목적을 두고 있습니다.
경호학과,"범죄 문제는 국민의 안전과 직결되고 삶의 질을 평가하는 기준이 되지만, 범죄가 늘면서 국가 공권력만으로는 범죄에 대응하는 것에 한계를 보이고 있습니다. 이러한 기류 속에서 경호학과는 산업시설 및 공공건물의 안전관리와 국민의 생명과 재산을 보호하기 위한 안전 및 경호에 관련된 학문입니다. 따라서 경호학과는 경호 분야에 관한 이론과 실무를 겸비한 경호 인력을 양성하고 있습니다."
경영학과,"‘경영’이란 특정한 목적을 달성하기 위해 구성된 조직을 관리하고 운영한다는 뜻입니다. 경영학과에 입학하면 주로 마케팅, 조직ㆍ인사, 생산 관리, 재무 관리 등 기업 경영에 대한 지식을 배웁니다. 졸업 후 주로 기업체에 종사하며, ‘경영’은 어디에나 필요하므로 기업 외 다양한 분야에도 진출할 수 있습니다."
교육학과,"교육을 뜻하는 단어 ‘education’은 ‘이끌어낸다’는 의미의 라틴어 ‘educare’에서 유래되었습니다. 교육은 개인의 무한한 가능성을 끌어냄으로써 국가발전에 기여합니다. 교육학과는 교육에 대한 학문적 이론과 학교 현장에서의 실습을 제공합니다. 또, 다양한 분야에서 교육 활동을 담당하며, 교육 현장의 각종 문제를 해결하는 교육 전문가를 양성합니다."
국제통상학과,국제통상학과는 국가 간의 교류가 증가하고 세계가 하나의 생활권으로 변해가는 현대의 시대적 흐름에 따라 국제통상의 실제와 관련된 이론 체계를 제공하는 교육과정을 통하여 급변하는 국제통상환경에 대한 적응력을 높이기 위한 학과입니다. 국제통상학과는 상품 및 서비스 무역의 실무교육을 통한 상담능력을 지닌 국제통상전문가를 배출합니다. 또한 국제 환경에 적절히 대응할 수 있는 자질과 소양을 지닌 국제비즈니스맨과 무역실무전문가를 양성하는 데 교육목표를 두고 있습니다.
무역학과,"무역학과는 글로벌 시대의 요청에 부응하여 경제, 경영 및 무역에 관한 여러 이론의 교육을 통해 국제 무역에 대한 인식 및 실천 능력을 함양함으로써 국제발전은 물론 국제사회의 발전에 공헌하기 위한 학문입니다. 자원과 땅덩이가 부족한 우리나라가 단기간 내에 고도의 발전을 이룰 수 있었던 주요 계기는 바로 무역입니다. 무역학과에서는 이처럼 경제 발전에 중요한 무역에 대한 기본 이론과 실무를 배웁니다. 국가 간 무역 이론과 상거래 이론을 바탕으로, 무역학과는 세계화 시대에서 다양한 국가와의 대외 무역을 주도하며 국가 경제 발전에 이바지할 수 있는 인재를 배출합니다."
세무학과,"세무학과는 회계학적 사고와 세법의 이론을 바탕으로 경제학ㆍ경영학ㆍ법학ㆍ전산학 분야의 인접학문을 연구하여 이를 세무관련 업무에 적용할 수 있는 세무인력을 양성하기 위한 학과입니다. 돈과 관련된 상품ㆍ서비스에 대해 배우는 ‘금융’, 기업 및 기관의 재무상태 분석 및 자산관리, 예산과 연관된 ‘회계’, 개인이나 기업 및 기관이 내는 세금과 관련된 ‘세무’. 금융ㆍ회계ㆍ세무학과에서는 돈과 관련된 정보를 산출하고, 이를 잘 관리할 수 있는 전문 인력을 육성합니다."
심리학과,"‘나는 무슨 문제로 이렇게 힘들어할까?’ ‘이런 일이 있을 때 왜 우리는 이렇게 행동할까?’ 우리가 가끔 자신을 성찰할 때 하는 생각들입니다. 심리학에서는 이와 같은 개별 인간의 마음과 행동을 자세히, 그리고 과학적으로 공부합니다. 심리학과는 특유의 과학적 통찰력에 기반하여, 우리 사회의 많은 문제를 해결하는 동시에 개개인의 삶의 질을 높이는 데 기여하는 인재를 키웁니다."
해양경찰학과,오늘날 우리에게 해양은 고유한 해양자원일 뿐만 아니라 생활공간이자 국가간 주권수호 차원에서 좀 더 중요하게 바라보아야 합니다. 이에 해양경찰학과는 국제적으로 해양에 대한 관심과 중요성이 중대되고 있는 시대를 맞이하여 우리나라의 해양주권과 해양안전을 확보하고 해양환경을 보전하며 해양자원 보호 및 해양질서를 유지하기 위하여 해양경찰학 분야의 전문 지식과 기술을 교육함으로써 해양경찰의 발전에 기여할 전문 인력 양성을 교육목표로 두고 있습니다. 
무용과,"우리는 손짓, 몸짓을 통하여 감정을 표현하기도 하죠? 무용은 우리 몸의 다양한 움직임을 통해 내면세계를 표현하는 예술입니다. 무용과는 무용 각 장르별 실기교육을 통해 창작 실습과 관련된 이론을 겸비한 창의적인 예술인을 양성합니다. 또한 무용의 올바른 이해와 익힘, 그리고 이를 바탕으로 우리 춤의 발전과 정립 방향에 대한 꾸준한 탐구를 통하여 창의적인 무용인 양성을 교육 목표로 합니다."
