,name,description,ability,related_subjects,type
31,윤리와 사상,"한국 및 동·서양의 주요 윤리사상과 사회사상에 내재된 지혜와 통찰을 비판적으로 음미해 볼 수 있는 학습 경험을 제공함으로써, 학생 스스로 이 시대에 요구되는 윤리적 삶에 대한 바람직한 관점을 정립하도록 한다. 한층 심도 있는 도덕적 탐구와 윤리적 성찰을 통해 윤리적인 앎과 행함이 인격 속에 융합될 수 있도록 안내하는 과목이다.","자기 존중 및 관리 능력, 도덕적 사고 능력, 도덕적 대인 관계 능력, 도덕적 정서 능력, 도덕적 공동체 의식, 윤리적 성찰 및 실천 성향","['국제정치', ' 국제경제', ' 국제법', ' 지역 이해', ' 한국 사회의 이해', ' 비교 문화', ' 세계 문제와 미래 사회', ' 국제 관계와 국제기구', ' 현대 세계의 변화', ' 사회 탐구 방법', ' 사회과제 연구']",common
32,여행지리,여행지리는 여행이라는 주제와 형식을 빌려 현재 및 미래의 직·간접적 여행자가 될 학생들에게 자연환경과 인문환경을 탐구하여 다양한 삶의 양식을 통합적이고 융합적으로 이해하게 하여 여행에 관심이 많거나 여행과 관련한 진로를 희망하는 학생들에게 도움이 될 것이다.,"지리적 관찰력과 감수성, 지리적 의사결정과 상상력, 탐구력과 문제해결력, 사회변화에 대한 통찰력과 상상력, 책임의식, 공동체의식, 사고력, 분석력, 창의력, 다문화적 가치, 공감능력, 사회참여 능력, 진로탐색 능력","['지역 이해', ' 세계 문제와 미래 사회']",common
33,사회문제 탐구,"사회문제 탐구 과목은 주체적이고 능동적인 탐구를 통해 사회문제를 해결할 수 있는 능력을 함양하기 위해 개설된 과목이다. 사회문제 및 탐구 과정에 대한 이해를 기초로 하여, 학생들의 실생활에서 찾아볼 수 있는 다양한 사회문제 사례들에 이를 적용하고 사회문제 해결을 위한 방안을 탐구하도록 구성되어 있으며, 학생들이 주도적으로 탐구 대상이 되는 사회문제를 선정하고 탐구하는 과정을 통해 이에 대한 해결 방안을 모색할 수 있도록 계획을 세워 자료를 수집하고 분석하는 활동들도 제시되어 있다.","정보 활용 능력, 문제 해결력, 의사 결정 능력, 비판적 사고력, 사회 참여 능력 ","['경제', ' 정치와 법', ' 사회·문화', ' 국제정치', ' 국제경제', ' 국제법', ' 지역 이해', ' 한국 사회의 이해', ' 비교 문화', ' 국제 관계와 국제기구', ' 현대 세계의 변화', ' 사회 탐구 방법', ' 사회과제 연구']",common
34,고전과 윤리,"신설 과목으로 고전에 대한 탐구와 성찰을 통하여 인문학적 소양과 바람직한 인성을 기르기 위한 과목이다. 고전의 원문을 직접 읽고 그 의미를 탐구하는 과정이 주된 학습의 과정이다. 다양한 고전에 나타난 인간, 인간의 삶, 도덕적 문제 등을 탐구함으로써 도덕적 사고력과 판단력 그리고 도덕적 상상력 등을 향상시키고 도덕적 앎을 행동으로 옮길 수 있는 실천 동기와 능력을 함양하는 데 중점을 둔다.","자기 존중 및 관리 능력, 도덕적 사고 능력, 도덕적 대인 관계 능력, 도덕적 정서 능력, 도덕적 공동체 의식, 윤리적 성찰 및 실천 성향","['국제정치', ' 국제경제', ' 국제법', ' 지역 이해', ' 한국 사회의 이해', ' 비교 문화', ' 세계 문제와 미래 사회', ' 국제 관계와 국제기구', ' 현대 세계의 변화', ' 사회 탐구 방법', ' 사회과제 연구']",common
35,물리학Ⅰ,"첨단 과학기술과 실생활 관련 주제를 중심으로 물리학의 기본 개념들을 이해하고 적용할 수 있도록 구성되었으며, 단원의 내용을 학습하는 과정을 통하여 21세기를 살아가는 데 필요한 과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력 등의 과학과 핵심 역량을 함양하도록 하는 과목이다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['물리학Ⅱ', ' 과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급 물리학', ' 물리학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경']",common
36,화학Ⅰ,"일상생활과 밀접하게 관련된 물질 및 자연 현상의 탐구를 통해 화학의 기본 개념을 이해하고, 과학적 탐구 능력과 태도를 함양하여 개인과 사회의 문제를 과학적이고 창의적으로 해결할 수 있는 기초 소양을 갖추도록 하기 위한 과목이다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['화학Ⅱ', ' 과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급화학', ' 화학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경', ' 공업화학', ' 제조화학', ' 환경 화학 기초']",common
37,생명과학Ⅰ,사람의 몸을 중심으로 나타나는 생명 현상에 대한 이해를 통해 생활 속에서 나타나는 다양한 의문점들을 창의적으로 해결할 수 있도록 생명과학의 기초 소양을 기르는 과목이다.,"과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['생명과학Ⅱ', ' 과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급 생명과학', ' 생명과학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경', ' 정보과학', ' 생명 공학 기술']",common
38,지구과학Ⅰ,지구와 우주에 대한 통합적 이해를 바탕으로 올바른 자연관과 우주관을 갖추고 과학․기술․사회의 상호 관계를 인식할 수 있도록 지구과학에 대한 기초 소양을 함양하기 위한 과목이다.,"과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['지구과학Ⅱ', ' 과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급 지구과학', ' 지구과학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경']",common
39,물리학Ⅱ,"과학기술과 관련된 분야의 진로를 선택하는 학생을 대상으로 하며, '물리학Ⅰ'에서 학습한 개념을 기초로 심화된 물리 개념과 다양한 탐구방법을 적용하여 물리 현상과 관련된 기본적인 문제를 해결하는 능력을 기르기 위한 과목이다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['과학사', ' 생활과 과학', ' 융합과학', ' 심화수학Ⅰ', ' 심화수학Ⅱ', ' 고급 물리학', ' 물리학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경', ' 정보과학', ' 전기 회로', ' 전기 기기', ' 전기 설비', ' 자동화 설비', ' 전자 회로', ' 디지털 회로', ' 디지털논리 회로', ' 전기 전자 기초']",common
40,화학Ⅱ,"과학기술과 관련된 분야의 진로를 선택하는 학생을 대상으로 하며, '화학Ⅰ'에서 학습한 개념을 기초로 심화된 화학 개념과 다양한 탐구 방법을 적용하여 화학에 대한 기초 전문 지식을 갖추기 위한 과목이다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급화학', ' 화학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경', ' 공업화학', ' 제조화학', ' 환경 화학 기초', ' 인간과 환경', ' 친환경 농업', ' 환경 보전', ' 해양 환경과 자원']",common
41,생명과학Ⅱ,'생명과학Ⅰ'의 심화 과정으로 생명과학과 관련된 진로나 진학을 계획하는 학생들에게 생명 현상 전반에 대한 심도 있는 내용과 관련 핵심 개념을 이해하도록 하는 과목이다.,"과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['과학사', ' 생활과 과학', ' 융합과학', ' 고급 생명과학', ' 생명과학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경', ' 정보과학', ' 생명 공학 기술']",common
42,지구과학Ⅱ,'지구과학Ⅰ'의 심화 과정으로 지구와 우주에 관한 기본 개념의 체계적 이해를 바탕으로 관련 분야로 진학하는데 필요한 지식과 탐구 능력 및 창의성을 갖도록 하는 과목이다.,"과학적 사고력, 과학적 탐구 능력, 과학적 문제 해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['과학사', ' 생활과 과학', ' 융합과학', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급 지구과학', ' 지구과학 실험', ' 융합과학 탐구', ' 과학과제 연구', ' 생태와 환경']",common
43,과학사,"일반 고등학교나 과학 계열 고등학교에서 과학에 흥미와 관심이 있는 학생들이 과학의 본성 및 사회적 특성을 이해하기 위한 과목이다. 과학의 역사와 과학철학으로 구성되는데, 과학의 역사는 서양 과학사와 동양 및 한국 과학사를 다루며 과학철학은 과학의 본성과 과학에 대한 철학적 및 역사적 접근, 과학과 사회와의 관계를 다룬다. '과학사'의 학습을 통해 올바른 과학자 상을 정립하고 과학·기술·사회의 관계를 이해할 수 있게 될 것이다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['물리학Ⅱ', ' 화학Ⅱ', ' 생명과학Ⅱ', ' 지구과학Ⅱ', ' 심화 수학Ⅰ', ' 심화 수학Ⅱ', ' 고급 물리학', ' 고급 화학', ' 고급 생명과학', ' 고급 지구과학', ' 물리학 실험', ' 화학 실험', ' 생명과학 실험', ' 지구과학 실험', ' 과학과제 연구', ' 생태와 환경', ' 정보과학']",common
44,생활과 과학,"'통합과학'과 '과학탐구실험'을 이수한 학생이 생활 속에서 과학적 원리가 삶의 질 향상에 어떻게 기여하는지를 이해하고, 과학적 원리를 실생활에 적용하는 능력 및 합리적으로 선택하는 능력을 함양하기 위한 과목이다. 생활 속의 과학적 원리 및 활용에 대하여 호기심과 흥미를 가지고, 과학의 핵심 개념에 대한 이해와 탐구 능력의 함양을 통하여 개인과 사회의 문제를 과학적이고 창의적으로 해결하기 위한 과학적 소양을 함양하도록 한다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['물리학Ⅱ', ' 화학Ⅱ', ' 생명과학Ⅱ', ' 지구과학Ⅱ', ' 고급 물리학', ' 고급 화학', ' 고급 생명과학', ' 고급 지구과학', ' 과학과제 연구', ' 생태와 환경', ' 정보과학']",common
45,융합과학,"'융합과학'은 우리 주위의 물질세계에서 출발하여 자연 전체를 포괄적이고 체계적으로 이해하는 것을 목표로 한다. 자연을 총체적으로 바라보고 여러 자연현상들을 연결해주는 기본 원리에 대한 이해와 적용을 토대로 미래 과학기술 사회의 구성원으로서 반드시 갖추어야할 과학적 소양과 더불어 창의성과 인성을 함양하기 위한 다양한 탐구 중심의 과목이다. 특히, 다방면의 자연현상에 대한 핵심 개념과 원리를 중심으로 과학 지식과 탐구 방법을 즐겁게 학습하고 과학적 소양을 함양하여 과학과 사회의 올바른 상호 관계를 인식할 수 있도록 한다.","과학적 사고력, 과학적 탐구 능력, 과학적 문제해결력, 과학적 의사소통 능력, 과학적 참여와 평생 학습 능력","['물리학Ⅱ', ' 화학Ⅱ', ' 생명과학Ⅱ', ' 지구과학Ⅱ', ' 고급 물리학', ' 고급 화학', ' 고급 생명과학', ' 고급 지구과학', ' 물리학 실험', ' 화학 실험', ' 생명과학 실험', ' 지구과학 실험', ' 과학과제 연구', ' 생태와 환경', ' 정보과학']",common
46,체육,"'체육'은 고등학교 체육 교과 군을 대표하는 선택과목으로 고등학생들이 신체활동을 바탕으로 건강을 유지증진하고 운동 기능 및 체력을 기르며 체육의 이론적 지식과 태도를 습득하여 체육교과의 역량 및 체·지·덕이 통합된 전인을 양성하는데 목적이 있다. 
 학생들은 '체육'을 통해 신체활동에 대한 긍정적 안목과 평생 체육으로의 실천 능력을 함양 할 수 있다. '체육'은 학생들의 전공 희망과 관계없이 초·중학교에서 습득하고 체험한 체육의 내용을 바탕으로 '신체활동의 생활화'에 입문하는데 기여하는 과목이다. ","건강관리능력, 신체수련능력, 경기수행능력, 신체표현능력","['스포츠 개론', ' 체육과 진로 탐구', ' 체육 지도법 등 전문 교과 Ⅰ 14개 과목']",common
47,운동과 건강,'운동과 건강'은 자기 건강관리를 위해 일상생활에서 운동의 중요성과 역할을 이해하고 운동의 생활화를 통해 건강 증진 및 관리를 도모할 수 있는 건강 생활 습관을 형성하는데 목적이 있다. 학생들은 '운동과 건강'을 통해 다양한 운동에 지속적인 참여하고 건강 생활 유지를 위한 운동의 중요성을 이해하며 바른 생활 습관을 형성 할 수 있다. '운동과 건강'은 운동을 통한 건강한 라이프 스타일(healthy life style)을 형성하여 평생에 걸친 지속적인 건강관리 능력의 기초를 형성하는데 기여하는 과목이다.,"건강관리능력, 신체수련능력, 경기수행능력, 신체표현능력","['스포츠 개론', ' 체육과 진로 탐구', ' 체육 지도법 등 전문 교과 Ⅰ 14개 과목']",common
